工单号,问题描述,解决步骤,推荐1,推荐1分数,推荐1原因,推荐2,推荐2分数,推荐2原因,推荐3,推荐3分数,推荐3原因,是否命中
51020150022,OA协同办公系统登不上无页面,"浏览器不解析地址
清空缓存。重置浏览器。删除电脑垃圾软件",business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/account-login-failed,58,问题描述关键词:登不上；问题描述关键词:oa；问题描述systems:oa,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,是
51020111946,测试,测试,,,,,,,,,,否
51021860141,连不上网,"准入客户端丢失
重新安装准入客户端",desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020152271,viewsonic显示器条纹，行政统计后，运维部现场报修,显示器坏,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,,,,是
51021860016,连不上网,"准入客户端丢失
重新安装准入客户端",desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020111750,主机硬盘有问题,系统崩溃,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统崩溃,,,,,,,是
51020111765,mes打不开,"无网络，准入客户端丢失
重新安装准入客户端",desktop/network-authentication-unavailable,76,处理记录关键词:无网络；问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,46,问题描述关键词:mes；问题描述systems:mes,是
51020152474,打印机故障,"打印机端口丢失
重新安装官方打印机驱动",printer/printer-driver-install-failed,10,处理记录关键词:打印机驱动,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020120367,平板WIFI无法连接,无线AP问题,security/access-control-offline-or-reboot,16,处理记录关键词:ap；处理记录tags:ap,,,,,,,是
51020111587,"1，系统激活
2，内网通软件弹窗","重新激活系统。 重装内网通
更新认证客户端 删除360杀毒",printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,design-software/solidworks-license-activation-failed,10,处理记录关键词:重新激活,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51021860016,连不上网络,认证客户端异常,desktop/network-authentication-unavailable,30,问题描述关键词:连不上网；处理记录关键词:网络认证,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,,,,是
51020152505,注册失效,"系统激活掉。 重新激活系统
更新认证客户端 删除360杀毒",printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,design-software/solidworks-license-activation-failed,10,处理记录关键词:重新激活,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51021860073,连不上网,认证问题,desktop/network-authentication-unavailable,30,问题描述关键词:连不上网；处理记录关键词:认证问题,,,,,,,是
51020152592,屏幕损坏,屏幕花屏  更换显示器,hardware/monitor-no-display-or-flicker,6,处理记录关键词:花屏,,,,,,,是
51021860056,断网,"准入客户端丢失
重新安装准入客户端",desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51021860122,无法联网,网络认证问题,desktop/network-authentication-unavailable,38,问题描述关键词:无法联网；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51021860124,连接不了网络。,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020111862,电脑开机后，里边一直有异响，一会一下一会一下,主板电源线碰到CPU风扇,desktop/pc-performance-slow,16,处理记录关键词:cpu；处理记录tags:cpu,,,,,,,是
51021860122,没有信号,网络认证问题,desktop/network-authentication-unavailable,18,处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51021860128,连不上网,无线AP问题,desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,security/access-control-offline-or-reboot,16,处理记录关键词:ap；处理记录tags:ap,,,,是
51020111911,开机蓝屏,"系统更新
更新认证客户端 删除360杀毒",hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51021860026,工位机没有网，军品车间双七东头，，电话13083806328,"准入客户端丢失
重新安装准入客户端",desktop/network-authentication-unavailable,14,问题描述关键词:没有网,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51021860023,连上网打不开系统,"准入客户端丢失
重新安装转入客户端",desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51021860101,连不上网,"无线AP问题
车间无线ap信号还原初始，工位机连接不上导致没网
通过AC重新配置模板",desktop/network-authentication-unavailable,26,处理记录关键词:没网；问题描述关键词:连不上网,security/access-control-offline-or-reboot,16,处理记录关键词:ap；处理记录tags:ap,,,,是
51021860102,联不上网,无线AP问题,security/access-control-offline-or-reboot,16,处理记录关键词:ap；处理记录tags:ap,,,,,,,是
51020120655,无法连接网络,"无法登陆MES
打开0...6进行网络认证并绑定终端",desktop/network-authentication-unavailable,63,问题描述关键词:无法连接网络；处理记录关键词:网络认证；处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51021860139,登不上，联糸人翟生奇17630212801,"网络认证客户端丢失
重新安装认证客户端",desktop/account-login-failed,14,问题描述关键词:登不上,desktop/network-authentication-unavailable,10,处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,是
91020210015,打印机不上纸,"打印机打印无法进纸
搓纸轮磨损严重需更换",printer/printer-paper-jam-feed-failed,6,处理记录关键词:搓纸轮,,,,,,,是
51021860033,连不上网络，位置在十一万北一跨G12柱子,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,34,处理记录关键词:无网络；问题描述关键词:连不上网；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020111753,连不上网,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,34,处理记录关键词:无网络；问题描述关键词:连不上网；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51021860102,联不上网      地点在双二G17柱子,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,14,处理记录关键词:无网络；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51021860120,备料车间南二跨B16柱子，无法联网,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,34,处理记录关键词:无网络；问题描述关键词:无法联网；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020112482,没有网,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,26,问题描述关键词:没有网；处理记录关键词:无网络；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020152148,电脑连不上网,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,34,处理记录关键词:无网络；问题描述关键词:连不上网；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51021860110,上不了网（工位机在轻型车间南跨F29柱子）,"无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,14,处理记录关键词:无网络；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020112386,开机有问题,"开机提示损坏的影响
误删系统文件或系统文件损坏，重新安装操作系统",design-software/cad-drawing-open-failed-encryption,10,处理记录关键词:文件损坏,desktop/office-wps-document-open-failed,10,处理记录关键词:文件损坏,desktop/software-client-installation,10,处理记录关键词:重新安装,是
51020111794,打不开,"无法登陆域账户
原同事离职更换域账户，调整域控登陆到",desktop/account-login-failed,6,处理记录关键词:域账户,,,,,,,是
51021860029,"备料车间南一跨A25柱子
无法联网","无网络认证客户端
重新安装认证客户端",desktop/network-authentication-unavailable,34,处理记录关键词:无网络；问题描述关键词:无法联网；处理记录关键词:网络认证,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
,手机oa协同不能上传附件,"上传附件报错
已与软件部沟通更新系统问题",business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,printer/print-template-or-paper-size-error,46,问题描述关键词:oa；问题描述systems:oa,是
